id,title,text,url,verdict
averitec_10,Fact Check: Biden has pledged to defund the police,"Claim: Biden has pledged to defund the police

Verdict: Refuted

Justification: There is not too much information in the Q&As but from the one answer, Joe Biden refutes the claim. 

Evidence:

Q: Does Joe Biden support defunding the police?
A: NO he said:

""Federal dollars should not go to departments that violate people’s rights or turn to violence as a first resort, but I don't support defunding police."". 

",https://web.archive.org/web/20210111003633/https://www.politifact.com/article/2020/aug/26/fact-checking-second-night-2020-rnc/,refuted
averitec_11,Fact Check: 45% of Nigeria's revenue goes to the federal government.,"Claim: 45% of Nigeria's revenue goes to the federal government.

Verdict: Refuted

Justification: It seems from the 1st and 3rd QA, that a lot more goes to the federal government, therefore the claim is refuted

Evidence:

Q: How much of Nigeria's revenue goes to the federal government?
A: 52.68 % goes to the federal government.. 

Q: How much of Nigeria's revenue went to the federal government in 2019?
A: 2,661.13 trillion went to  federal government from the 5,051.50 trillion available for sharing.. 

Q: What percentage of the revenue in Nigeria goes to the Federal government
A: 52.68 % goes to the federal government.. 

",https://web.archive.org/web/20210307003741/https://africacheck.org/fact-checks/reports/kenyas-ex-prime-minister-odinga-mangles-his-numbers-government-revenue-share,refuted
averitec_12,Fact Check: Donald Trump inherited a stagnant economy and then rebuilt it.,"Claim: Donald Trump inherited a stagnant economy and then rebuilt it.

Verdict: Conflicting Evidence/Cherrypicking

Justification: QA pairs state the  US economy was downgraded and then grew under trump while another states trump inherited the longest expanding economy from obama.

Evidence:

Q: When was Donald trump elected?
A: November 2016. 

Q: Was the U.S economy stagnant in 2016?
A: The IMF marked down its forecast for the United States in 2016 to 1.6 percent, from 2.2 percent in July 2016. 

Q: Did the US economy grow in 2017?
A: U.S. economy picked up in 2017, but growth slowed at year's end. 

",https://web.archive.org/web/20210111003633/https://www.politifact.com/article/2020/aug/26/fact-checking-second-night-2020-rnc/,conflicting_evidence/cherrypicking
averitec_13,"Fact Check: Joe Biden voted for the Iraq War and he supported wars in Serbia, Syria, and Lib...","Claim: Joe Biden voted for the Iraq War and he supported wars in Serbia, Syria, and Libya.

Verdict: Supported

Justification: Q&A's 1, 3, 5 and 6 show that Yes as claimed Joe Biden did vote for wars in Iraq, Serbia, Syria, and Libya.

Evidence:

Q: Did Joe Biden vote for the Iraq War?
A: Yes. When Joe Biden was a U.S. Senator, he voted in favor of a resolution on Iraq in October 2022.

Q: Did Joe Biden regret his vote for the Iraq War?
A: Yes. In a November 2005 interview on NBC’s ""Meet the Press,"" Biden was asked if his 2002 vote was a mistake.

""It was a mistake,"" Biden said. ""It was a mistake to assume the president would use the authority we gave him properly. … We gave the president the authority to unite the world to isolate Saddam. And the fact of the matter is, we went too soon. We went without sufficient force. And we went without a plan.""

Q: Did Joe Biden support war in Serbia?
A: Yes. Joe Biden voted for a 1999 concurrent resolution.

",https://web.archive.org/web/20210506070632/https://www.politifact.com/factchecks/2020/aug/26/rand-paul/fact-checking-rand-paul-joe-biden-and-support-wars/,supported
averitec_14,Fact Check: President Muhammadu Buhari sign a new Police bill to allow officers arrest witho...,"Claim: President Muhammadu Buhari sign a new Police bill to allow officers arrest without a warrant

Verdict: Supported

Justification: The answers and sources show that the police can arrest without a warrant and therefore the claim is supported.

Evidence:

Q: In Nigeria, is there a new Police Bill to allow officers to arrest people without a warrant or court order?
A: Yes, President Buhari introduced a new police bill which allows the police to arrest without a warrant or court order is true. The bill is confirmed to have been in place since September 16, 2020.. 

Q: In Nigeria, is there a Police Bill that allows officers to arrest people without a warrant or court order?
A: Yes, President Buhari introduced a new police bill which allows the police to arrest without a warrant or court order is true but only under certain circumstances.. 

Q: When did President Buhari sign a bill repealing the Police Act Cap. P19. Laws of the Federation, 2004?
A: The president in a memo dated September 16, 2020, communicated his assent to the Bill to the National Assembly, through the Clerk of the legislature.. 

",https://web.archive.org/web/20210513172441/https://dubawa.org/did-president-buhari-sign-a-new-police-bill-to-allow-officers-to-arrest-without-a-warrant-yes/,supported
averitec_15,Fact Check: Plant Seeds Can Restructure Their Own DNA Through Human Saliva,"Claim: Plant Seeds Can Restructure Their Own DNA Through Human Saliva

Verdict: Refuted

Justification: It seems from the Q&A that there is no evidence of DNA restructuring itself through saliva so the claim is refuted. 

Evidence:

Q: Can plant seeds sense the nutritional need of a human through their saliva
A: There is no biological mechanism by which plant DNA can sense nutritional needs of a human via human DNA. 

",https://web.archive.org/web/20210513131448/https://www.boomlive.in/world/no-plant-seeds-cannot-restructure-their-own-dna-through-human-saliva-9462,refuted
averitec_16,Fact Check: We actually saw revenues to the Treasury increase after we lowered taxes in 2017...,"Claim: We actually saw revenues to the Treasury increase after we lowered taxes in 2017. Rest assured the Democrats do not want you to know that.

Verdict: Refuted

Justification: From the evidence below, it looks like the revenue for 2017 actually fell (by 1.6 percent in real inflation-adjusted terms) when taxes were lowered in the same year. 

Evidence:

Q: Has tax revenue risen since taxes were lowered in 2017
A: No, Really, Tax Revenue Has Not Risen. 

Q: What is the value of the total tax revenue in the 2017/2018 fiscal year since the  Tax Cuts and Jobs Act (TCJA) was signed into law
A: Total revenue over the time period in question has actually fallen by 1.6 percent in real (inflation-adjusted) terms. 

",https://web.archive.org/web/20210228221615/https://www.politifact.com/article/2020/aug/25/fact-checking-night-1-2020-rnc/,refuted
averitec_17,Fact Check: In 2019 the US Police were 20.8 times more likely to kill than be killed by a cr...,"Claim: In 2019 the US Police were 20.8 times more likely to kill than be killed by a criminal

Verdict: Supported

Justification: True, FBI statistics and a national database show that checks out: In 2019, police killed 999 people, and 48 officers were killed by a criminal act in the line of duty.
We rate Larson’s claim True. 

Evidence:

Q: How many law enforcement officers died in the line of duty during 2019?
A: According to statistics reported to the FBI, 89 law enforcement officers were killed in line-of-duty incidents in 2019. Of these, 48 officers died as a result of felonious acts, and 41 officers died in accidents. Comprehensive data tables about these incidents and brief narratives describing the fatal attacks are included in Law Enforcement Officers Killed and Assaulted, 2019, released today.. 

Q: In 2019, how many people were shot and killed by police?
A: In 2019, 999 people were shot and killed by police.. 

Q: What is 999 divided by 48?
A: 20.8125.. 

",https://web.archive.org/web/20210419235356/https://www.politifact.com/factchecks/2020/aug/27/chris-larson/yes-police-were-208-more-likely-kill-be-killed-cri/,supported
averitec_18,"Fact Check: A greater proportion of 16 year olds vote in elections in Scotland, Wales and Au...","Claim: A greater proportion of 16 year olds vote in elections in Scotland, Wales and Austria than 18 and 20 year olds.

Verdict: Conflicting Evidence/Cherrypicking

Justification: Only QA 2 confirms the rate of voting was higher for 16-17 year olds in Scotland.
QA 1 says 16-17 year olds in Austria vote more than older first time voters without stating what age the ‘older’ voters are.
QA 3 implies 16-17 year olds in Wales could not vote at the time the claim was made, therefore the claim could not be true for Wales.

Evidence:

Q: In Austria, what is the turnout rate of 16 and 17-year-olds to elections
A: Even though 16- to 17-year-olds exhibit somewhat lower  general  interest  in  politics  and  lower  internal  efficacy,  turnout  is  generally  higher compared to older first-time voters and similar to the electorate’s average, they follow electoral campaigns to the same extent as do other young voters, and  they  exhibit  considerably  high levels of external efficacy and satisfaction with democracy. 

Q: In Scotland in 2017, what percentage of 16 to 17-year-olds voted compared to the 18-24-year-olds
A: 51 per cent of 16- and 17- year-olds claim to have voted, compared with 39 per cent of those aged 18 to 24. 

Q: In Wales, what is the turnout rate of 16 and 17-year-olds to elections?
A: 16 and 17 year olds will be able to vote for the first time at the Senedd Elections in 2021, as part of the biggest changes to the democratic process in Wales in half a century.. 

",https://web.archive.org/web/20200924204255/https://www.aap.com.au/lower-voting-age-higher-participation-rate-claims-make-it-16/,conflicting_evidence/cherrypicking
averitec_19,Fact Check: Donald Trump has kept his promises to voters,"Claim: Donald Trump has kept his promises to voters

Verdict: Conflicting Evidence/Cherrypicking

Justification: QA pairs state promises kept and not kept. Claim does not state he kept all promises.

Evidence:

Q: What promises did Donald Trump make to voters?
A: During the 2016 campaign, Donald Trump made more than 280 promises, though many were contradictory or just uttered in a single campaign event.. 

Q: Of the promises Donald Trump made, did he fulfil any of them?
A: Yes. Trump has not delivered on many promises he made but there are a few which he has as described in the following article, most of which relate closely to nationalistic policies that he promised ""Trump has acted on that vision, making good on his nativist immigration rhetoric, tearing back regulations on business and transforming America’s role in the world by abandoning multilateral agreements and upending decades-old alliances""

Q: Has President Donald Trump kept his campaign promises to voters?
A: President Trump has only kept a few of his promises.. 

",https://web.archive.org/web/20210224210242/https://www.boomlive.in/world/president-donald-trump-republicans-spread-misinformation-at-rnc-2020-9501,conflicting_evidence/cherrypicking
averitec_20,Fact Check: The Edo Modular Refinery is Governor Obaseki's project.,"Claim: The Edo Modular Refinery is Governor Obaseki's project.

Verdict: Refuted

Justification: The refinery, Edo Refinery and Petrochemical Limited is “fully owned and developed” by AIPCC Energy Limited.

Evidence:

Q: What is the The Edo Modular Refinery?
A: “This is a key legacy project by the Gov. Godwin Obaseki-led administration to recalibrate the state’s industrial base, birthed through a Memorandum of Understanding (MoU).

“The project, sited at Ologbo in Ikpoba Okha Local Government Area, would produce from its feedstock 50 per cent of diesel (500,000 litres), 25 per cent of naphtha (300,000 litres) and 20 per cent of fuel oil (200,000) litres.

“The crude is to be sourced from the Nigerian Petroleum Development Company’s (NPDC) facility – oil mining lease (OML) 111, near Benin City.. 

Q: Who owns the refinery?
A: The refinery, Edo Refinery and Petrochemical Limited is “fully owned and developed” by AIPCC Energy Limited.

“It is located in Ologbo, Ikpoba Okha LGA of Edo State. The project is executed in two trains of 1,000BPSD; and 5,000BPSD, and will be fully operational by September 2020.”

Speaking on the role of the Edo state government on the project, Frans Ojielu, Global Advisor, Edo Refinery and Petrochemical Limited, said the company “is a beneficiary of the Edo state government policy of attracting investments to the state.. 

",https://web.archive.org/web/20210118093409/https://dubawa.org/the-vacant-skirmish-over-the-ownership-of-edo-modular-refinery/,refuted
averitec_21,Fact Check: There is a ‘global average’ for the number of judges and magistrates to number o...,"Claim: There is a ‘global average’ for the number of judges and magistrates to number of people in Kenya.

Verdict: Not Enough Evidence

Justification: The answers do not support or refute the claim as there is no evidence to look at in reference to the claim.

Evidence:

Q: How many magistrates were their in Kenya in 2020?
A: No answer could be found.. 

Q: How many magistrates were there in Kenya in 2020?
A: No answer could be found.. 

Q: Is there a global average for the number of judges compared to population?
A: No answer could be found.. 

",https://web.archive.org/web/20210127231105/https://africacheck.org/fact-checks/reports/factchecking-kenyas-chief-justice-judiciary-funding-and-backlog-cases,not_enough_evidence
averitec_22,"Fact Check: In Kenya now with a population of about 48 million, there is one judge serving o...","Claim: In Kenya now with a population of about 48 million, there is one judge serving over 300,000 people.

Verdict: Supported

Justification: It works out to be approximately correct

Evidence:

Q: What is the population of Kenya?
A: 47,564,296. 

Q: How many judges are there in Kenya?
A: 153. 

Q: what is 47,564,296  divided by 153?
A: 310,877.751634

(Round up to 311). 

",https://web.archive.org/web/20210127231105/https://africacheck.org/fact-checks/reports/factchecking-kenyas-chief-justice-judiciary-funding-and-backlog-cases,supported
averitec_23,"Fact Check: Kenya had a population of about 48 million with one judge serving over 300,000 p...","Claim: Kenya had a population of about 48 million with one judge serving over 300,000 people in 2019.

Verdict: Not Enough Evidence

Justification: From the question and answer pairs, there is not enough evidence to label the claim. Therefore, it is not enough evidence.

Evidence:

Q: According to the 2019 census data what was the population of Kenya?
A: Posted on November 4, 2019
The total enumerated population was 47,564,296. 

Q: How many judges were there as of June 2019?
A: No answer could be found.. 

",https://web.archive.org/web/20210127231105/https://africacheck.org/fact-checks/reports/factchecking-kenyas-chief-justice-judiciary-funding-and-backlog-cases,not_enough_evidence
averitec_24,"Fact Check: Anxiety levels among young teenagers dropped during the coronavirus pandemic, a ...","Claim: Anxiety levels among young teenagers dropped during the coronavirus pandemic, a study has suggested

Verdict: Conflicting Evidence/Cherrypicking

Justification: One study shows anxiety dropping amongst young teenagers, but another study shows it depends on age and whether child will be receiving exam results.

Evidence:

Q: What study is this based on?
A: The study was based on a survey of around 1,000 year 9 students in the south west of England. It found that students reported lower levels of anxiety when surveyed in April and May of this year compared to October 2019. 

It also found an increase in wellbeing but “no large change in risk of depression.”. 

Q: Is this study backed up by further research?
A: There’s nothing wrong with this study in terms of its method or what it claims, but it shouldn’t necessarily be taken to represent the experience of all children across the country. 

It can’t rule out the possibility that the mental toll of the pandemic may have been different across different parts of the country, and for people of different ages. 

For example, a study out of the University of Oxford, asked parents and carers to report any changes in behavior of their children during a one-month period in lockdown. It found that while parents and carers reported that the emotional difficulties of adolescents decreased, the emotional difficulties of children aged four to ten increased. 

Also a potential contributor to feelings of anxiety among students during the pandemic has been the uncertainty over exam results, which would have primarily affected students in years 11 and 13, not year 9 (as the study itself notes).. 

",https://web.archive.org/web/20201126085147/https://fullfact.org/health/child-anxiety-pandemic/,conflicting_evidence/cherrypicking
averitec_25,Fact Check: The Kenyan judiciary does not even get 1% of the national budget.,"Claim: The Kenyan judiciary does not even get 1% of the national budget.

Verdict: Supported

Justification: The answer and source show clearly that the judiciary do get less that 1% so the claim is supported.

Evidence:

Q: When was the claim made?
A: 2021. 

Q: How much of their national budget did the Kenyan judiciary receive in 2021?
A: Budget speeches for 2020/21 show the judiciary received 0.6% of the national budget.. 

",https://web.archive.org/web/20210127231105/https://africacheck.org/fact-checks/reports/factchecking-kenyas-chief-justice-judiciary-funding-and-backlog-cases,supported
averitec_26,"Fact Check: I will raise taxes for anybody making over $400,000. … No new taxes for people m...","Claim: I will raise taxes for anybody making over $400,000. … No new taxes for people making less than $400,000.

Verdict: Not Enough Evidence

Justification: The claim is specific about the threshold of $400,000. There are two parts to the claim-one for people making over $400,000 and one for people making less than $400,000. The answer does not refer to the $400,000 threshold and does not specifically answer the question. Also, the answer refuses to commit anyway saying 'these numbers may change'. Further questions are required.

Evidence:

Q: Did Joe Biden refuse to raise taxes on people making less than $400,000 ?
A: There is broad agreement among the five tax models that Biden’s tax increase would fall almost entirely on the very wealthy. For technical reasons, the corporate tax increase is deemed to filter through to almost all income groups, giving the Republicans an opening to misleadingly claim that Biden is raising taxes on most Americans. Those numbers may change in Biden’s favor as updated analyses are completed of all of Biden’s tax proposals.We will leave this unrated. We are not in the habit of giving check marks for campaign promises.. 

",https://web.archive.org/web/20210715181029/https://www.washingtonpost.com/politics/2020/08/31/joe-bidens-claim-that-he-wont-raise-taxes-people-making-less-than-400000/,not_enough_evidence
averitec_27,Fact Check: The counties are striving to reach the 10% [allocation to agriculture] recommend...,"Claim: The counties are striving to reach the 10% [allocation to agriculture] recommended by the Malabo declaration.

Verdict: Not Enough Evidence

Justification: No evidence to support progress or planning to achieve 10% allocation.

Evidence:

Q: Why are the counties striving to reach 10% of allocation to agriculture?
A: We commit to ending hunger in Africa by 2025. 

Q: Should counties be chasing the 10% spending target or should it be done at a national level?
A: No answer could be found.. 

",https://web.archive.org/web/20210226130032/https://africacheck.org/fact-checks/reports/verifying-kenyan-governors-claims-progress,not_enough_evidence
averitec_28,"Fact Check: Kenya only disposes of about 300,000 cases.","Claim: Kenya only disposes of about 300,000 cases.

Verdict: Supported

Justification: Confirmed According to Chief justice David Maraga 

Evidence:

Q: According to Chief justice David Maraga how many cases are settled?
A: About 300,000 cases every year.. 

",https://web.archive.org/web/20210127231105/https://africacheck.org/fact-checks/reports/factchecking-kenyas-chief-justice-judiciary-funding-and-backlog-cases,supported
averitec_29,"Fact Check: The judiciary of Kenya have an average of 400,000 cases being filed in our court...","Claim: The judiciary of Kenya have an average of 400,000 cases being filed in our courts every year.

Verdict: Supported

Justification: Correct

Evidence:

Q: How many cases on average are being filed?
A: The average number of cases filed was 405,283 a year.. 

",https://web.archive.org/web/20210127231105/https://africacheck.org/fact-checks/reports/factchecking-kenyas-chief-justice-judiciary-funding-and-backlog-cases,supported
averitec_30,"Fact Check: There is an average of 400,000 cases being filed in Kenya's courts every year.","Claim: There is an average of 400,000 cases being filed in Kenya's courts every year.

Verdict: Supported

Justification: the evidence supports the claim

Evidence:

Q: How many cases were lodged in courts between 2014/15 and 2018/19.
A: The most recent state of the judiciary report covers the 2018/19 financial year. Released in January 2020, it shows that more than two million cases were lodged in all courts between 2014/15 and 2018/19.. 

",https://web.archive.org/web/20210127231105/https://africacheck.org/fact-checks/reports/factchecking-kenyas-chief-justice-judiciary-funding-and-backlog-cases,supported
averitec_31,Fact Check: There is a ‘global average’ for the number of judges and magistrates to number o...,"Claim: There is a ‘global average’ for the number of judges and magistrates to number of people in Kenya.

Verdict: Not Enough Evidence

Justification: There is not enough evidence to show there is a global average so I can't support or refute the claim.

Evidence:

Q: What is the global average of Judges to 100,000 population?
A: No answer could be found.. 

Q: How does Kenya's average of judges per 100,000 compare?
A: 1.3 judges or magistrates for every 100,000 people in Kenya in 2014, 

3.6 for South Africa in 2015, 
0.8 for the US in 2017
8.7 for China in 2017.. 

Q: What is the global average for judges in the world
A: No answer could be found.. 

",https://web.archive.org/web/20210127231105/https://africacheck.org/fact-checks/reports/factchecking-kenyas-chief-justice-judiciary-funding-and-backlog-cases,not_enough_evidence
averitec_32,"Fact Check: The Kenya judiciary have one magistrate serving over 77,000 people.","Claim: The Kenya judiciary have one magistrate serving over 77,000 people.

Verdict: Supported

Justification: 87000 is significantly different than the claimed 77,000 but since it does say ""over 77,000"" it is technically true. 

Evidence:

Q: How many magistrates worked in Kenya in 2019?
A: 546 as of June 2019.. 

Q: What is the population of Kenya?
A: Rounded up to 47.6 million.. 

Q: What is 47.6 million divided by 546?
A: 87 179. 

",https://web.archive.org/web/20210127231105/https://africacheck.org/fact-checks/reports/factchecking-kenyas-chief-justice-judiciary-funding-and-backlog-cases,supported
